DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
0976183-DCA,Business,03/31/2019,EVER-READY PARKING INC.,,330,E 46TH ST,,NEW YORK,NY,10017,2127367171,Manhattan,1
0835271-DCA,Business,03/31/2019,NEW YORK PARKING 54TH ST. CORP.,,527,MADISON AVE,,NEW YORK,NY,10022,2122493344,Manhattan,1
2010458-DCA,Business,03/31/2019,PARK 18 WEST LLC,,140,W 18TH ST,,NEW YORK,NY,10011,718-349-6200,Manhattan,1
1182737-DCA,Business,03/31/2019,323 WEST 34TH STREET LLC,MEYERS PARKING,323,W 34TH ST,,NEW YORK,NY,10001,212-502-5490,Manhattan,1
1183389-DCA,Business,03/31/2019,1955 FIRST PARKING CORP.,,1955,1ST AVE,,NEW YORK,NY,10029,2129963074,Manhattan,1
2001934-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,2740,HOYT AVE S,,ASTORIA,NY,11102,2126954568,Queens,4
1461191-DCA,Business,05/16/2016,"IMPERIAL PARKING (U.S.), LLC",,6135,JUNCTION BOULEVARD,,QUEENS,NY,11374,212-937-8660,,
1354465-DCA,Business,03/31/2019,"PARK 139TH, LLC",,29,W 138TH ST,,NEW YORK,NY,10037,2122340855,Manhattan,1
1341242-DCA,Business,03/31/2019,605 PARKING CORP.,,605,PARK AVE,,NEW YORK,NY,10065,2127367171,Manhattan,1
1125503-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,E 80TH ST,,NEW YORK,NY,10075,2126296602,Manhattan,1
2054402-DCA,Business,03/31/2019,EASTSIDE 65 PARKING LLC,,200,E 66TH ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
1379205-DCA,Business,03/31/2015,"EASTGATE PARKING LEASEHOLD, LLC",,224,E 39TH ST,,NEW YORK,NY,10016,2127957275,Manhattan,1
1295487-DCA,Business,03/31/2019,R A D VALET PARKING INC,,5423,8TH AVE,,BROOKLYN,NY,11220,6462518052,Brooklyn,3
1461225-DCA,Business,03/31/2019,IMPERIAL PARKING US LLC,,90-15,PARSONS BOULEVARD,,JAMAICA,NY,11432,2125573311,,
2000583-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,27-49,W 52ND ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1135959-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,525,E 71ST ST,,NEW YORK,NY,10021,9175456763,Manhattan,1
2009820-DCA,Business,03/31/2017,QUIK PARK 866 GARAGE LLC,,866,UN PLZ,,NEW YORK,NY,10017,212-832-2066,Manhattan,1
1460793-DCA,Business,03/31/2019,LTG PARKING CORP.,,205,W END AVE,,NEW YORK,NY,10023,2126869800,Manhattan,1
0906438-DCA,Business,03/31/2019,CLAREMONT PARKING CORP,,480,RIVERSIDE DR,,NEW YORK,NY,10027,2128661000,Manhattan,1
1460710-DCA,Business,03/31/2019,"WORLD TOWER PARKING GARAGE, LLC",,310,W 144TH ST,,NEW YORK,NY,10030,2125643199,Manhattan,1
1189587-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,375,PARK AVE,,NEW YORK,NY,10152,2125025490,Manhattan,1
1411077-DCA,Business,03/31/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,226,50TH AVE,,LONG IS CITY,NY,11101,9175456763,Queens,4
1214619-DCA,Business,09/21/2017,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,350,JAY ST,,BROOKLYN,NY,11201,7182221032,Brooklyn,3
1464288-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,951,RIVER AVE,,BRONX,NY,10452,7185384611,Bronx,2
1182751-DCA,Business,03/31/2017,"ALLAN GARAGE, LLC",MEYERS PARKING,152,E 87TH ST,,NEW YORK,NY,10128,2125025490,Manhattan,1
1135017-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,101,WORTH ST,,NEW YORK,NY,10013,2126296602,Manhattan,1
2006475-DCA,Business,03/31/2019,EZY PARKING GO INC,,1981,CEDAR AVE,,BRONX,NY,10452,7182944264,Bronx,2
0817003-DCA,Business,03/31/2019,DILIGENT PARKING LLC,,150,W 68TH ST,,NEW YORK,NY,10023,2126869800,Manhattan,1
1461184-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",,9330,HORACE HARDING EXPRESSWAY,,QUEENS,NY,11374,2129378660,Queens,4
1192888-DCA,Business,03/31/2017,QUIK PARK 61ST STREET LLC,,425,E 61ST ST,,NEW YORK,NY,10065,212-832-2066,Manhattan,1
2031031-DCA,Business,03/31/2017,IMPERIAL PARKING LLC,IMPARK,306,2ND ST,,BROOKLYN,NY,11215,2129378660,Brooklyn,3
1234691-DCA,Business,03/31/2019,QUIK PARK WEST 56 ST. LLC,,328,W 56TH ST,,NEW YORK,NY,10019,212-832-2066,Manhattan,1
0955232-DCA,Business,03/31/2019,PARK BRIAR GARAGE,,11045,QUEENS BLVD,,FOREST HILLS,NY,11375,2127367171,Queens,4
1410805-DCA,Business,03/31/2015,"DIAMOND 1 PARKING GARAGE, INC.",,284,DYCKMAN ST,,NEW YORK,NY,10034,3478435023,Manhattan,1
1181002-DCA,Business,03/31/2019,"TIMES SQUARE GARAGE, LLC",MEYERS PARKING,141,W 43RD ST,,NEW YORK,NY,10036,2125025490,Manhattan,1
2045376-DCA,Business,03/31/2019,CHELSEA 29 PARKING LLC,,525,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1
2016405-DCA,Business,03/31/2019,BELLTEL CAR PARK LLC,,101,WILLOUGHBY ST,,BROOKLYN,NY,11201,212-996-6363 EXT14,Brooklyn,3
1472099-DCA,Business,03/31/2017,A & P PARKING CORP.,,525,CLINTON AVE,,BROOKLYN,NY,11238,9174996255,Brooklyn,3
0368822-DCA,Business,03/31/2019,OMNI PARKING LLC,,143,W 68TH ST,,NEW YORK,NY,10023,2126869800,Manhattan,1
1420996-DCA,Business,03/31/2019,231ST STREET PARKING LLC,ALL COUNTY PARKING,3050,CORLEAR AVE,,BRONX,NY,10463,718-708-5077,Bronx,2
1375834-DCA,Business,03/31/2017,NOBLE CAR PARK LLC,,500,4TH AVE,,BROOKLYN,NY,11215,2122216111,Brooklyn,3
1346393-DCA,Business,03/31/2015,"UNION ST. PARKING, INC.",,3819,UNION ST,,FLUSHING,NY,11354,5165893058,Queens,4
2027708-DCA,Business,03/31/2019,70 PARK LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2122490445,Manhattan,1
1312853-DCA,Business,03/31/2019,420 EAST 53RD PARKING LLC,,420,E 53RD ST,,NEW YORK,NY,10022,2127595290,Manhattan,1
1463815-DCA,Business,03/31/2019,QUIK PARK WILSON LLC,,200,W 79TH ST,,NEW YORK,NY,10024,212-832-2066,Manhattan,1
1313251-DCA,Business,03/31/2015,QUIK PARK W. 23RD ST. LLC,QUIK PARK INC.,423,W 23RD ST,,NEW YORK,NY,10011,2128322066,Manhattan,1
2060722-DCA,Business,03/31/2019,THE CAR PARK OF NEW YORK LLC,,8020,COOPER AVE,,GLENDALE,NY,11385,208-336-6597,Queens,4
2034907-DCA,Business,03/31/2017,QUIK PARK LINC MANAGMENT LLC,,20,N 5TH ST,,BROOKLYN,NY,11249,2128322066,Brooklyn,3
1362177-DCA,Business,03/31/2019,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,14921,130TH AVE,,JAMAICA,NY,11436,7183222221,Queens,4
2036650-DCA,Business,03/31/2019,IMPARK 1199 PA LLC,,1199,PARK AVE,,NEW YORK,NY,10128,212-937-8660,Manhattan,1
1312149-DCA,Business,03/31/2019,ENTERPRISE 40TH PARKING CORP.,,315,E 40TH ST,,NEW YORK,NY,10016,2127367171,Manhattan,1
1385878-DCA,Business,03/31/2015,BUZZ PARKING & MGMT CORP.,,14,KENMARE ST,,NEW YORK,NY,10012,7182850102,Manhattan,1
1413293-DCA,Business,03/31/2019,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,60,SUTTON PL S,,NEW YORK,NY,10022,2125352890,Manhattan,1
0731394-DCA,Business,03/31/2019,M H M PARKING LLC,,560,3RD AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1
1330557-DCA,Business,03/31/2017,QUIK PARK EAST 87 LLC,,501,E 87TH ST,,NEW YORK,NY,10128,2128322066,Manhattan,1
2021485-DCA,Business,03/31/2019,SP PLUS CORPORATION,,75,PARK PL,,NEW YORK,NY,10007,2123217621,Manhattan,1
1275883-DCA,Business,03/31/2019,CENTURY PARKING CORP.,,2600,NETHERLAND AVE,,BRONX,NY,10463,2127367171,Bronx,2
1300930-DCA,Business,03/31/2015,ALLIANCE E. 69TH PARKING LLC,,301,E 69TH ST,,NEW YORK,NY,10021,2125810535,Manhattan,1
0369221-DCA,Business,03/31/2019,PORT PARKING LLC,,235,W 48TH ST,,NEW YORK,NY,10036,2126869800,Manhattan,1
2005451-DCA,Business,03/31/2017,PARK MULBERRY CORP,,62,MULBERRY ST,,NEW YORK,NY,10013,6463558826,Manhattan,1
2059559-DCA,Business,03/31/2019,IMPERIAL PARKING (US) LLC,,97,CHARLES ST,AKA 100-102 PERRY STREET,NEW YORK,NY,10014,2129378660,Manhattan,1
1469400-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,160,W 24TH ST,,NEW YORK,NY,10011,9175456763,Manhattan,1
1381723-DCA,Business,03/31/2015,PARK SAFE LLC,,2500,FDR DR,,NEW YORK,NY,10016,2123404248,Manhattan,1
0369956-DCA,Business,03/31/2019,STATE-PEARL GARAGE INC.,,1,BATTERY PARK PLZ,,NEW YORK,NY,10004,2124072516,Manhattan,1
1036915-DCA,Business,03/31/2019,160 PARKING CORP.,,160,E 65TH ST,,NEW YORK,NY,10065,2127367171,Manhattan,1
1338875-DCA,Business,03/31/2019,MANHATTAN PARKING - GOLD CORP.,,220,E 54TH ST,,NEW YORK,NY,10022,2124903460,Manhattan,1
2011687-DCA,Business,03/31/2019,KCF PARKING CORP.,,2481,CROTONA AVE,,BRONX,NY,10458,718-933-3200,Bronx,2
1069843-DCA,Business,03/31/2019,"CHARLES PARKING, LLC",,200,E 27TH ST,,NEW YORK,NY,10016,2126849704,Manhattan,1
1179523-DCA,Business,03/31/2019,815 TENTH PARKING LLC,,815,10TH AVE,,NEW YORK,NY,10019,212-686-9800,Manhattan,1
0947720-DCA,Business,03/31/2019,"ALLIED AUSTIN CO., L.P.",,7020,AUSTIN ST,,FOREST HILLS,NY,11375,7182633800,Queens,4
1249859-DCA,Business,03/31/2019,QUEENS PLAZA PARKING CORP.,,2702,QUEENS PLZ S,,LONG IS CITY,NY,11101,7184829180,Queens,4
1139987-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,267,W 47TH ST,,NEW YORK,NY,10036,2126296602,Manhattan,1
2016407-DCA,Business,03/31/2017,STAN PARK LLC,,3538,JUNCTION BLVD,,CORONA,NY,11368,7188408400,Queens,4
1232463-DCA,Business,03/31/2019,LAFAYETTE PLACE PARKING LLC,,445,LAFAYETTE ST,,NEW YORK,NY,10003,2127771659,Manhattan,1
0901088-DCA,Business,03/31/2019,LTG PARKING CORP.,,150,W END AVE,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
1133687-DCA,Business,03/31/2019,SAWYER PARKING LLC,,150,W 20TH ST,,NEW YORK,NY,10011,2122428310,Manhattan,1
1192927-DCA,Business,03/31/2015,QUIK PARK COLUMBIA LLC,QUIK PARK INC.,2561,BROADWAY,,NEW YORK,NY,10025,2128322066,Manhattan,1
0999137-DCA,Business,03/31/2019,9-11 LLC,,9,PARK AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1
1343452-DCA,Business,03/31/2015,"ST. NICHOLAS PARKING MGMT, LLC",,673,SAINT NICHOLAS AVE,,NEW YORK,NY,10030,2127957275,Manhattan,1
1167341-DCA,Business,03/31/2015,"SUNNY CAR PARK, LLC",,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,2122216111,Queens,4
2029579-DCA,Business,12/03/2016,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,100,WILLOUGHBY ST,,BROOKLYN,NY,11201,2126954568,Brooklyn,3
1076844-DCA,Business,03/31/2019,"CARNEGIE CAR PARK, INC.",GGMC,40,E 94TH ST,,NEW YORK,NY,10128,2129966363,Manhattan,1
2042873-DCA,Business,03/31/2019,WEST FARMS PARKING LLC,,1512,BOONE AVE,,BRONX,NY,10460,914-960-1795,Bronx,2
1461257-DCA,Business,03/31/2019,IMPERIAL PARKING US LLC,IMPARK,450,EAST 79TH ST,,NEW YORK,NY,10075,2129378660,Manhattan,1
1250358-DCA,Business,03/31/2019,"EDISON NY PARKING, LLC",,1120,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2129979096,Manhattan,1
1191722-DCA,Business,03/31/2019,COSMO PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036,2129562280,Manhattan,1
1452642-DCA,Business,03/31/2019,304 WEST 49TH PARKING CORP.,,304,W 49TH ST,,NEW YORK,NY,10019,2122475607,Manhattan,1
1266247-DCA,Business,03/31/2019,QUIK PARK WEST 41ST STREET LLC,,601,W 41ST ST,,NEW YORK,NY,10036,212-686-9800,Manhattan,1
0912191-DCA,Business,03/31/2015,334 PARKING CORP.,334 PARKING,302,E 96TH ST,,NEW YORK,NY,10128,2128661000,Manhattan,1
1313248-DCA,Business,03/31/2019,QUIK PARK FG LLC,,500,E 62ND ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
1466707-DCA,Business,03/31/2015,"STOP-PARK GARAGE, LLC",,1820,MORTON ST,,NEW YORK,NY,10014,2125025490,,
2067143-DCA,Business,03/31/2019,Welcome Parking LLC,,131,E 55TH ST,,NEW YORK,NY,10022,2013968550,Manhattan,1
0766695-DCA,Business,03/31/2019,CLICK PARKING CORP.,,225,CENTRAL PARK W,,NEW YORK,NY,10024,212-308-5959,Manhattan,1
1342832-DCA,Business,03/31/2019,KIDS PARKING CORP.,,105,DUANE ST,,NEW YORK,NY,10007,2129644968,Manhattan,1
1459306-DCA,Business,03/31/2017,ZAFIRO PARKING INC.,,1600,SEDGWICK AVE,,BRONX,NY,10453,2127490125,Bronx,2
1126181-DCA,Business,03/31/2015,F&S PARKING LLC,,331,E 75TH ST,,NEW YORK,NY,10021,2123272626,Manhattan,1
1001573-DCA,Business,03/31/2019,245 EAST 40TH ST. PARKING LLC,,747,2ND AVE,,NEW YORK,NY,10017,2126869800,Manhattan,1
1245038-DCA,Business,03/31/2019,WELCOME PARKING LIMITED LIABILITY COMPANY,,8806,VAN WYCK EXPY,,JAMAICA,NY,11418,2016807129,Queens,4
1234693-DCA,Business,03/31/2019,MANHATTAN PARKING WEST 20 LLC,,516,W 20TH ST,,NEW YORK,NY,10011,212-490-3460,Manhattan,1
1327024-DCA,Business,03/31/2019,CONCOURSE PARKING CORP.,,800,GRAND CONCOURSE,,BRONX,NY,10451,2127367171,Bronx,2
0975588-DCA,Business,03/31/2019,"ZOOM CAR PARK, INC.",,3130,GRAND CONCOURSE,,BRONX,NY,10458,2122216111,Bronx,2
1344944-DCA,Business,03/31/2015,"WH PARKING MGMT, LLC",,4320,BROADWAY,,NEW YORK,NY,10033,2127957275,Manhattan,1
1283472-DCA,Business,03/31/2017,EASTSIDE 65 PARKING LLC,,200,E 66TH ST,,NEW YORK,NY,10065,212-686-9800,Manhattan,1
0469741-DCA,Business,03/31/2019,CAPITAL PARKING LLC,,166,E 63RD ST,,NEW YORK,NY,10065,2126869800,Manhattan,1
1352234-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,5100,KINGS PLZ,,BROOKLYN,NY,11234,7182537897,Brooklyn,3
1257136-DCA,Business,03/31/2017,"SYD PARKING, LLC",,405,E 56TH ST,,NEW YORK,NY,10022,2127504274,Manhattan,1
1466684-DCA,Business,03/31/2015,"KINNEY PARKING SYSTEM, LLC",,146,W 57TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1030813-DCA,Business,03/31/2019,"PLAZA CAR PARK, LLC",,2,PLAZA ST,,BROOKLYN,NY,11238,212-221-6111,Brooklyn,3
1175121-DCA,Business,03/31/2015,STANDARD PARKING CORPORATION,,200,LIBERTY ST,,NEW YORK,NY,10281,2127869564,Manhattan,1
2052194-DCA,Business,03/31/2019,GREENWICH STREET GARAGE LLC,,641,WASHINGTON ST,,NEW YORK,NY,10014,6465840409,Manhattan,1
1201419-DCA,Business,03/31/2015,"ESP GROUP OF NEW YORK, INC.",,324,CLARKSON AVE,,BROOKLYN,NY,11226,7184697672,Brooklyn,3
2058999-DCA,Business,03/31/2019,SHOWTIME VALET PARKING CORP.,,2804,E 19TH ST,,BROOKLYN,NY,11235,6464002531,Brooklyn,3
1234399-DCA,Business,03/31/2019,304060 PARKING LLC,,40,E 9TH ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
2060564-DCA,Business,03/31/2019,786 PARKING CORP,,313,SAINT MARKS AVE,,BROOKLYN,NY,11238,7186180029,Brooklyn,3
0858712-DCA,Business,03/31/2019,PERFORMANCE PARKING LLC,,127,AMSTERDAM AVE,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
2027740-DCA,Business,03/31/2019,QUIK PARK EAST 94TH STREET LLC,,1829,1ST AVE,,NEW YORK,NY,10128,2128322066,Manhattan,1
1122008-DCA,Business,03/31/2019,CHAMPION PARKING 75 LLC,,370,E 76TH ST,,NEW YORK,NY,10021,2123085959,Manhattan,1
1313007-DCA,Business,03/31/2017,REDBALL PARKING LLC,,142,E 31ST ST,,NEW YORK,NY,10016,2126832056,Manhattan,1
1461192-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,79TH STREET,,NEW YORK,NY,,2129378660,,
1180320-DCA,Business,03/31/2019,ALERT PARKING LLC,,30,E 85TH ST,,NEW YORK,NY,10028,2122495290,Manhattan,1
1198215-DCA,Business,03/31/2019,GOLD/PEARL PARKING CORP.,,2,GOLD ST,,NEW YORK,NY,10038,2127367171,Manhattan,1
1159592-DCA,Business,03/31/2019,PATRIOT PARKING LLC,,308,GREENWICH ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
0961850-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,45,E END AVE,,NEW YORK,NY,10028,2126296602,Manhattan,1
2057054-DCA,Business,03/31/2019,BROOKE PARKING GARAGE INC,,1120,BROOK AVE,,BRONX,NY,10456,9175775924,Bronx,2
2054215-DCA,Business,03/31/2019,PARK LANE GARAGE LLC,,11624,GROSVENOR LN,,RICHMOND HILL,NY,11418,6465840409,Queens,4
1157180-DCA,Business,03/31/2019,"ALFRED CAR PARK, LLC",GGMC,161,W 61ST ST,,NEW YORK,NY,10023,2129966363,Manhattan,1
1469702-DCA,Business,03/31/2019,ML PARKING CORP.,,615,JACKSON AVE,,BRONX,NY,10455,3478823966,Bronx,2
2038904-DCA,Business,03/31/2019,247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3
1084609-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,185,E 85TH ST,,NEW YORK,NY,10028,9175456763,Manhattan,1
1257992-DCA,Business,03/31/2015,KEY PARKING LLC,,115,E 9TH ST,,NEW YORK,NY,10003,2125810535,Manhattan,1
1211714-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,300,CADMAN PLZ W,,BROOKLYN,NY,11201,7186240316,Brooklyn,3
1379209-DCA,Business,03/31/2017,"150TH PARKING LEASEHOLD, LLC",,457,W 150TH ST,,NEW YORK,NY,10031,212-795-7275,Manhattan,1
2052724-DCA,Business,03/31/2019,GMH PARK INC,,4701,QUEENS BLVD,,SUNNYSIDE,NY,11104,9172140583,Queens,4
2001487-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,135,E 31ST ST,,NEW YORK,NY,10016,212-502-5490,Manhattan,1
2016554-DCA,Business,03/31/2017,JARABACOA PARKING 2 LLC,,430,E 173RD ST,,BRONX,NY,10457,347-539-1015,Bronx,2
2054849-DCA,Business,03/31/2019,70TH PARK OPS LLC,,400,E 70TH ST,,NEW YORK,NY,10021,2129299404,Manhattan,1
2048152-DCA,Business,03/31/2019,EAGLE PARKING GARAGE INC,,759,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2
1283824-DCA,Business,03/31/2019,CHAMPION PARKING 74 LLC.,,2109,BROADWAY,,NEW YORK,NY,10023,2123085959,Manhattan,1
1012474-DCA,Business,03/31/2015,ZETA PARKING CORP.,,213,E 80TH ST,,NEW YORK,NY,10075,2126501988,Manhattan,1
1308709-DCA,Business,03/31/2017,BELMONT PARKING LLC,,113,E 84TH ST,,NEW YORK,NY,10028,2122889170,Manhattan,1
1107285-DCA,Business,03/31/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,154,E 53RD ST,,NEW YORK,NY,10022,2126296602,Manhattan,1
2026884-DCA,Business,03/31/2019,QUIK PARK WARREN GARAGE LLC,,86,WARREN ST,,NEW YORK,NY,10007,2128322066,Manhattan,1
2029591-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,240,E 47TH ST,,NEW YORK,NY,10017,2125025490,Manhattan,1
1127867-DCA,Business,03/31/2019,1330 SIXTH PARKING LLC,,57,W 53RD ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
1461276-DCA,Business,03/31/2019,QUIK PARK EAST 102ND STREET GARAGE LLC,,315,EAST  102 STREET,,NEW YORK,NY,10029,2128322066,,
1096744-DCA,Business,03/03/2015,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,776,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,2122521673,Manhattan,1
2002027-DCA,Business,03/31/2019,Prince Tower Parking Corp.,,3636,PRINCE ST,,FLUSHING,NY,11354,,Queens,4
1247801-DCA,Business,03/31/2015,"WESTMINSTER CAR PARK, LLC",,165,E 66TH ST,,NEW YORK,NY,10065,2129966363,Manhattan,1
2047847-DCA,Business,03/31/2019,BROOK PARK PARKING CORP.,,1820,E TREMONT AVE,,BRONX,NY,10460,9174705093,Bronx,2
2003718-DCA,Business,03/31/2019,EAST 29 PARKING LLC,,39,E 29TH ST,,NEW YORK,NY,10016,,Manhattan,1
0427177-DCA,Business,03/31/2017,205 EAST 38TH STREET PARKING LLC,,205,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
2046168-DCA,Business,03/31/2019,BOWERY FIRST PARKING LLC,,11,E 1ST ST,,NEW YORK,NY,10003,2126869800,Manhattan,1
1141698-DCA,Business,03/31/2015,PINE PARKING CORP.,,111,VARICK ST,,NEW YORK,NY,10013,8007985701,Manhattan,1
0368337-DCA,Business,03/31/2019,165 WEST 66TH STREET PARKING LLC,,165,W 66TH ST,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
0789927-DCA,Business,03/31/2019,SUPERIOR PARKING LLC,,515,E 79TH ST,,NEW YORK,NY,10075,2126869800,Manhattan,1
2064520-DCA,Business,03/31/2019,MBA PARKING CORP,,2702,QUEENS PLZ S,,LONG ISLAND CITY,NY,11101,718-864-2992,Queens,4
0905554-DCA,Business,03/31/2015,50-51 PARKING CORP.,,260,E 143RD ST,,BRONX,NY,10451,2124268400,Bronx,2
0368410-DCA,Business,03/31/2017,"BRICIN PARKING, CORP.",,65,W 55TH ST,,NEW YORK,NY,10019,2126500141,Manhattan,1
2029596-DCA,Business,03/31/2019,BPG 149TH M LLC,,225,E 149TH ST,,BRONX,NY,10451,7185856850,Bronx,2
1006124-DCA,Business,03/31/2019,"EDISON NY PARKING, LLC",,161,10TH AVE,,NEW YORK,NY,10011,973-643-7700,Manhattan,1
1331651-DCA,Business,03/31/2019,TOWER 25 PARKING LLC,,305,E 24TH ST,,NEW YORK,NY,10010,2126869800,Manhattan,1
0831034-DCA,Business,03/31/2019,"3223 JOHNSON SERVICES, INC.",,3223,JOHNSON AVE,,BRONX,NY,10463,718-543-5219,Bronx,2
1130760-DCA,Business,03/31/2019,JDS PARKING LLC,,561,10TH AVE,,NEW YORK,NY,10036,2126869800,Manhattan,1
1462009-DCA,Business,03/31/2019,"IMPERIAL PARKING (U.S.), LLC",IMPARK,750,AVENUE OF THE AMERICAS,,NEW YORK,NY,10010,2129378660,Manhattan,1
0980801-DCA,Business,03/31/2019,"FIRST AVENUE PARKING, LLC",,630,1ST AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1
1096606-DCA,Business,03/31/2019,"EMERALD CAR PARK, LLC",,510,E 80TH ST,,NEW YORK,NY,10075,2127729802,Manhattan,1
2001021-DCA,Business,03/31/2019,SHERMAN PARKING MANAGEMENT LLC,,11,BROADWAY,,BROOKLYN,NY,11249,765-276-7275,Brooklyn,3
1209503-DCA,Business,03/31/2019,CHAMPION PARKING 33 LLC,,4,PARK AVE,,NEW YORK,NY,10016,2123085959,Manhattan,1
1213869-DCA,Business,03/31/2019,BROADWAY & 64TH PARKING LLC,ICON PARKING,1900,BROADWAY,,NEW YORK,NY,10023,212-686-9800,Manhattan,1
0368300-DCA,Business,03/31/2019,APEX PARKING LLC,,440,W 57TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
2015922-DCA,Business,03/31/2015,DSev Enterprise LLC,EZ Parking,1843,CROTONA AVE,,BRONX,NY,10457,,Bronx,2
1244225-DCA,Business,03/31/2019,PARK KWIK LLC,,110,LIVINGSTON ST,,BROOKLYN,NY,11201,718-855-1730,Brooklyn,3
2004383-DCA,Business,03/31/2015,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,213-217,E 80TH ST,,NEW YORK,NY,10075,2125025490,Manhattan,1
1445493-DCA,Business,03/31/2019,ENTERPRISE 87 CORP.,,1065,PARK AVE,,NEW YORK,NY,10128,2125643199,Manhattan,1
2001043-DCA,Business,03/31/2019,UPPER MANHATTAN PARKING LLC,,1845,PARK AVE,,NEW YORK,NY,10035,2124211117,Manhattan,1
1307224-DCA,Business,03/31/2017,LIBERTY VIEW PARKING LLC,,2,RIVER TER,,NEW YORK,NY,10282,2128422305,Manhattan,1
2001477-DCA,Business,03/31/2019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,300,CADMAN PLAZA W,,BROOKLYN,NY,11201,212-502-5490,Brooklyn,3
1361843-DCA,Business,03/31/2019,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,14916,131ST ST,,JAMAICA,NY,11430,7183222221,Queens,4
1461171-DCA,Business,03/31/2019,CHAMPION PARKING 230 LLC,,230,WEST   55 STREET,,NEW YORK,NY,10019,2123085959,,
1266227-DCA,Business,03/31/2015,PRIME CAR PARK LLC,,951,HOE AVE,,BRONX,NY,10459,2122216111,Bronx,2
1436821-DCA,Business,03/31/2015,"G&M PARKING GARAGE, CORP.",,920,WESTCHESTER AVE,,BRONX,NY,10459,9546098489,Bronx,2
1140965-DCA,Business,03/31/2019,"GARDEN GARAGE, LLC",,384,8TH AVE,,NEW YORK,NY,10001,212-686-9800,Manhattan,1
1376342-DCA,Business,03/31/2019,QUIK PARK EAST 73RD ST LLC,,524,E 73RD ST,,NEW YORK,NY,10021,212-832-2066,Manhattan,1
1310681-DCA,Business,03/31/2019,SBC PARKING LLC,,50,E 89TH ST,,NEW YORK,NY,10128,2128318816,Manhattan,1
